Supermarket,Locality,Product_Name,Category,Date,Day_of_Week,Quantity_Sold,Price_per_kg,Discounted_Price,Holiday,Weather,Promotion
QuickKart,Indiranagar,Tomatoes,Vegetable,28-03-2024,Thursday,150,30 INR,30 INR,No,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,28-03-2024,Thursday,132,60 INR,45 INR,No,Rainy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,28-03-2024,Thursday,105,20 INR,15 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,28-03-2024,Thursday,128,25 INR,10 INR,Yes,Clear,No
QuickKart,Indiranagar,Potatoes,Vegetable,28-03-2024,Thursday,69,18 INR,18 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Spinach,Leafy Green,28-03-2024,Thursday,111,15 INR,10 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,29-03-2024,Friday,154,30 INR,20 INR,No,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,29-03-2024,Friday,93,60 INR,60 INR,Yes,Rainy,No
FreshMart,Indiranagar,Cabbage,Vegetable,29-03-2024,Friday,74,20 INR,10 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,29-03-2024,Friday,80,25 INR,15 INR,Yes,Rainy,No
FreshMart,Indiranagar,Potatoes,Vegetable,29-03-2024,Friday,67,18 INR,18 INR,No,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,29-03-2024,Friday,76,15 INR,15 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,29-03-2024,Friday,88,30 INR,25 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Apples,Fruit,29-03-2024,Friday,57,60 INR,60 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,29-03-2024,Friday,100,20 INR,15 INR,No,Rainy,No
UrbanBite,Indiranagar,Bananas,Fruit,29-03-2024,Friday,127,25 INR,25 INR,No,Clear,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,29-03-2024,Friday,72,18 INR,13 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,29-03-2024,Friday,145,15 INR,0 INR,Yes,Clear,No
DailyGro,Indiranagar,Tomatoes,Vegetable,29-03-2024,Friday,115,30 INR,15 INR,Yes,Clear,No
DailyGro,Indiranagar,Apples,Fruit,29-03-2024,Friday,130,60 INR,45 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,29-03-2024,Friday,80,20 INR,5 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Bananas,Fruit,29-03-2024,Friday,125,25 INR,15 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Potatoes,Vegetable,29-03-2024,Friday,67,18 INR,3 INR,No,Cloudy,No
DailyGro,Indiranagar,Spinach,Leafy Green,29-03-2024,Friday,126,15 INR,15 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,29-03-2024,Friday,105,30 INR,15 INR,No,Rainy,Yes
CityVeg,Indiranagar,Apples,Fruit,29-03-2024,Friday,116,60 INR,45 INR,No,Clear,No
CityVeg,Indiranagar,Cabbage,Vegetable,29-03-2024,Friday,64,20 INR,10 INR,No,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,29-03-2024,Friday,73,25 INR,15 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Potatoes,Vegetable,29-03-2024,Friday,117,18 INR,3 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,29-03-2024,Friday,71,15 INR,0 INR,No,Rainy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,29-03-2024,Friday,113,30 INR,20 INR,No,Clear,No
QuickKart,Indiranagar,Apples,Fruit,29-03-2024,Friday,58,60 INR,60 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,29-03-2024,Friday,125,20 INR,10 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,29-03-2024,Friday,63,25 INR,20 INR,No,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,29-03-2024,Friday,116,18 INR,13 INR,Yes,Clear,No
QuickKart,Indiranagar,Spinach,Leafy Green,29-03-2024,Friday,118,15 INR,5 INR,No,Clear,No
FreshMart,Indiranagar,Tomatoes,Vegetable,30-03-2024,Saturday,79,30 INR,15 INR,No,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,30-03-2024,Saturday,117,60 INR,55 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,30-03-2024,Saturday,107,20 INR,5 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Bananas,Fruit,30-03-2024,Saturday,83,25 INR,10 INR,Yes,Rainy,No
FreshMart,Indiranagar,Potatoes,Vegetable,30-03-2024,Saturday,69,18 INR,13 INR,No,Cloudy,No
FreshMart,Indiranagar,Spinach,Leafy Green,30-03-2024,Saturday,41,15 INR,5 INR,No,Cloudy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,30-03-2024,Saturday,110,30 INR,30 INR,No,Clear,No
UrbanBite,Indiranagar,Apples,Fruit,30-03-2024,Saturday,53,60 INR,55 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,30-03-2024,Saturday,102,20 INR,5 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,30-03-2024,Saturday,92,25 INR,10 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,30-03-2024,Saturday,120,18 INR,13 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,30-03-2024,Saturday,90,15 INR,5 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,30-03-2024,Saturday,90,30 INR,15 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,30-03-2024,Saturday,121,60 INR,50 INR,No,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,30-03-2024,Saturday,110,20 INR,5 INR,No,Cloudy,No
DailyGro,Indiranagar,Bananas,Fruit,30-03-2024,Saturday,109,25 INR,20 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,30-03-2024,Saturday,114,18 INR,18 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Spinach,Leafy Green,30-03-2024,Saturday,53,15 INR,15 INR,Yes,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,30-03-2024,Saturday,122,30 INR,30 INR,No,Cloudy,No
CityVeg,Indiranagar,Apples,Fruit,30-03-2024,Saturday,118,60 INR,45 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,30-03-2024,Saturday,69,20 INR,10 INR,No,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,30-03-2024,Saturday,92,25 INR,15 INR,Yes,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,30-03-2024,Saturday,98,18 INR,18 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,30-03-2024,Saturday,95,15 INR,15 INR,No,Cloudy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,30-03-2024,Saturday,110,30 INR,25 INR,Yes,Clear,No
QuickKart,Indiranagar,Apples,Fruit,30-03-2024,Saturday,142,60 INR,60 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,30-03-2024,Saturday,132,20 INR,20 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Bananas,Fruit,30-03-2024,Saturday,60,25 INR,15 INR,No,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,30-03-2024,Saturday,118,18 INR,3 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,30-03-2024,Saturday,139,15 INR,5 INR,No,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,31-03-2024,Sunday,111,30 INR,20 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Apples,Fruit,31-03-2024,Sunday,132,60 INR,50 INR,No,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,31-03-2024,Sunday,160,20 INR,5 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,31-03-2024,Sunday,130,25 INR,15 INR,No,Clear,No
FreshMart,Indiranagar,Potatoes,Vegetable,31-03-2024,Sunday,107,18 INR,3 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,31-03-2024,Sunday,131,15 INR,5 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,31-03-2024,Sunday,104,30 INR,25 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,31-03-2024,Sunday,100,60 INR,60 INR,No,Clear,No
UrbanBite,Indiranagar,Cabbage,Vegetable,31-03-2024,Sunday,89,20 INR,20 INR,Yes,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,31-03-2024,Sunday,146,25 INR,15 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,31-03-2024,Sunday,75,18 INR,8 INR,No,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,31-03-2024,Sunday,145,15 INR,5 INR,No,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,31-03-2024,Sunday,114,30 INR,20 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Apples,Fruit,31-03-2024,Sunday,58,60 INR,60 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,31-03-2024,Sunday,111,20 INR,20 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Bananas,Fruit,31-03-2024,Sunday,36,25 INR,25 INR,No,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,31-03-2024,Sunday,118,18 INR,18 INR,No,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,31-03-2024,Sunday,126,15 INR,10 INR,Yes,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,31-03-2024,Sunday,82,30 INR,15 INR,No,Rainy,Yes
CityVeg,Indiranagar,Apples,Fruit,31-03-2024,Sunday,103,60 INR,50 INR,No,Rainy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,31-03-2024,Sunday,158,20 INR,15 INR,No,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,31-03-2024,Sunday,84,25 INR,15 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,31-03-2024,Sunday,68,18 INR,3 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,31-03-2024,Sunday,144,15 INR,0 INR,No,Cloudy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,31-03-2024,Sunday,158,30 INR,20 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Apples,Fruit,31-03-2024,Sunday,100,60 INR,60 INR,No,Clear,No
QuickKart,Indiranagar,Cabbage,Vegetable,31-03-2024,Sunday,130,20 INR,15 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,31-03-2024,Sunday,140,25 INR,20 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,31-03-2024,Sunday,77,18 INR,3 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Spinach,Leafy Green,31-03-2024,Sunday,85,15 INR,0 INR,Yes,Clear,No
FreshMart,Indiranagar,Tomatoes,Vegetable,01-04-2024,Monday,136,30 INR,30 INR,Yes,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,01-04-2024,Monday,150,60 INR,55 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,01-04-2024,Monday,116,20 INR,15 INR,No,Clear,No
FreshMart,Indiranagar,Bananas,Fruit,01-04-2024,Monday,73,25 INR,20 INR,No,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,01-04-2024,Monday,159,18 INR,3 INR,Yes,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,01-04-2024,Monday,84,15 INR,10 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,01-04-2024,Monday,89,30 INR,20 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Apples,Fruit,01-04-2024,Monday,110,60 INR,45 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,01-04-2024,Monday,146,20 INR,20 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,01-04-2024,Monday,125,25 INR,20 INR,No,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,01-04-2024,Monday,112,18 INR,8 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,01-04-2024,Monday,113,15 INR,0 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,01-04-2024,Monday,101,30 INR,30 INR,Yes,Rainy,No
DailyGro,Indiranagar,Apples,Fruit,01-04-2024,Monday,116,60 INR,55 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,01-04-2024,Monday,24,20 INR,15 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Bananas,Fruit,01-04-2024,Monday,91,25 INR,15 INR,No,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,01-04-2024,Monday,107,18 INR,3 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,01-04-2024,Monday,65,15 INR,10 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,01-04-2024,Monday,111,30 INR,20 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Apples,Fruit,01-04-2024,Monday,93,60 INR,60 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,01-04-2024,Monday,152,20 INR,5 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Bananas,Fruit,01-04-2024,Monday,147,25 INR,25 INR,Yes,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,01-04-2024,Monday,86,18 INR,3 INR,No,Rainy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,01-04-2024,Monday,95,15 INR,10 INR,No,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,01-04-2024,Monday,97,30 INR,15 INR,Yes,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,01-04-2024,Monday,86,60 INR,45 INR,Yes,Rainy,No
QuickKart,Indiranagar,Cabbage,Vegetable,01-04-2024,Monday,105,20 INR,20 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Bananas,Fruit,01-04-2024,Monday,77,25 INR,15 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,01-04-2024,Monday,66,18 INR,18 INR,No,Clear,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,01-04-2024,Monday,118,15 INR,10 INR,No,Cloudy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,02-04-2024,Tuesday,118,30 INR,20 INR,Yes,Clear,No
FreshMart,Indiranagar,Apples,Fruit,02-04-2024,Tuesday,75,60 INR,50 INR,No,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,02-04-2024,Tuesday,126,20 INR,5 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,02-04-2024,Tuesday,81,25 INR,20 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,02-04-2024,Tuesday,107,18 INR,8 INR,Yes,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,02-04-2024,Tuesday,124,15 INR,5 INR,No,Clear,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,02-04-2024,Tuesday,98,30 INR,25 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Apples,Fruit,02-04-2024,Tuesday,113,60 INR,45 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,02-04-2024,Tuesday,84,20 INR,5 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Bananas,Fruit,02-04-2024,Tuesday,94,25 INR,15 INR,No,Cloudy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,02-04-2024,Tuesday,93,18 INR,8 INR,No,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,02-04-2024,Tuesday,77,15 INR,0 INR,Yes,Clear,No
DailyGro,Indiranagar,Tomatoes,Vegetable,02-04-2024,Tuesday,94,30 INR,30 INR,No,Rainy,No
DailyGro,Indiranagar,Apples,Fruit,02-04-2024,Tuesday,53,60 INR,55 INR,No,Clear,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,02-04-2024,Tuesday,85,20 INR,5 INR,Yes,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,02-04-2024,Tuesday,91,25 INR,10 INR,No,Cloudy,No
DailyGro,Indiranagar,Potatoes,Vegetable,02-04-2024,Tuesday,92,18 INR,13 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,02-04-2024,Tuesday,92,15 INR,10 INR,No,Clear,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,02-04-2024,Tuesday,98,30 INR,20 INR,No,Clear,No
CityVeg,Indiranagar,Apples,Fruit,02-04-2024,Tuesday,114,60 INR,55 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,02-04-2024,Tuesday,126,20 INR,20 INR,No,Rainy,Yes
CityVeg,Indiranagar,Bananas,Fruit,02-04-2024,Tuesday,80,25 INR,20 INR,No,Rainy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,02-04-2024,Tuesday,63,18 INR,3 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,02-04-2024,Tuesday,68,15 INR,15 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,02-04-2024,Tuesday,85,30 INR,20 INR,No,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,02-04-2024,Tuesday,89,60 INR,55 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,02-04-2024,Tuesday,76,20 INR,15 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Bananas,Fruit,02-04-2024,Tuesday,61,25 INR,20 INR,No,Cloudy,No
QuickKart,Indiranagar,Potatoes,Vegetable,02-04-2024,Tuesday,86,18 INR,13 INR,Yes,Rainy,No
QuickKart,Indiranagar,Spinach,Leafy Green,02-04-2024,Tuesday,105,15 INR,0 INR,No,Clear,No
FreshMart,Indiranagar,Tomatoes,Vegetable,03-04-2024,Wednesday,117,30 INR,15 INR,No,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,03-04-2024,Wednesday,83,60 INR,55 INR,Yes,Clear,No
FreshMart,Indiranagar,Cabbage,Vegetable,03-04-2024,Wednesday,87,20 INR,10 INR,No,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,03-04-2024,Wednesday,72,25 INR,20 INR,Yes,Rainy,No
FreshMart,Indiranagar,Potatoes,Vegetable,03-04-2024,Wednesday,99,18 INR,13 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,03-04-2024,Wednesday,74,15 INR,15 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,03-04-2024,Wednesday,117,30 INR,20 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Apples,Fruit,03-04-2024,Wednesday,46,60 INR,45 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,03-04-2024,Wednesday,89,20 INR,10 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,03-04-2024,Wednesday,109,25 INR,20 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,03-04-2024,Wednesday,105,18 INR,18 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,03-04-2024,Wednesday,180,15 INR,10 INR,Yes,Clear,No
DailyGro,Indiranagar,Tomatoes,Vegetable,03-04-2024,Wednesday,110,30 INR,25 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Apples,Fruit,03-04-2024,Wednesday,69,60 INR,45 INR,Yes,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,03-04-2024,Wednesday,97,20 INR,10 INR,No,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,03-04-2024,Wednesday,46,25 INR,20 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,03-04-2024,Wednesday,97,18 INR,18 INR,Yes,Clear,No
DailyGro,Indiranagar,Spinach,Leafy Green,03-04-2024,Wednesday,75,15 INR,5 INR,No,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,03-04-2024,Wednesday,127,30 INR,20 INR,Yes,Rainy,No
CityVeg,Indiranagar,Apples,Fruit,03-04-2024,Wednesday,83,60 INR,55 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,03-04-2024,Wednesday,96,20 INR,15 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Bananas,Fruit,03-04-2024,Wednesday,80,25 INR,25 INR,No,Clear,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,03-04-2024,Wednesday,152,18 INR,3 INR,No,Rainy,No
CityVeg,Indiranagar,Spinach,Leafy Green,03-04-2024,Wednesday,90,15 INR,10 INR,No,Rainy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,03-04-2024,Wednesday,154,30 INR,25 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Apples,Fruit,03-04-2024,Wednesday,124,60 INR,60 INR,Yes,Rainy,No
QuickKart,Indiranagar,Cabbage,Vegetable,03-04-2024,Wednesday,114,20 INR,15 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Bananas,Fruit,03-04-2024,Wednesday,111,25 INR,10 INR,Yes,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,03-04-2024,Wednesday,111,18 INR,18 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,03-04-2024,Wednesday,42,15 INR,5 INR,Yes,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,04-04-2024,Thursday,91,30 INR,30 INR,No,Clear,No
FreshMart,Indiranagar,Apples,Fruit,04-04-2024,Thursday,125,60 INR,60 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,04-04-2024,Thursday,98,20 INR,15 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Bananas,Fruit,04-04-2024,Thursday,57,25 INR,15 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,04-04-2024,Thursday,98,18 INR,18 INR,No,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,04-04-2024,Thursday,151,15 INR,5 INR,Yes,Clear,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,04-04-2024,Thursday,137,30 INR,30 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,04-04-2024,Thursday,98,60 INR,55 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,04-04-2024,Thursday,128,20 INR,20 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,04-04-2024,Thursday,89,25 INR,20 INR,No,Cloudy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,04-04-2024,Thursday,48,18 INR,13 INR,No,Clear,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,04-04-2024,Thursday,72,15 INR,15 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,04-04-2024,Thursday,146,30 INR,25 INR,No,Cloudy,No
DailyGro,Indiranagar,Apples,Fruit,04-04-2024,Thursday,91,60 INR,45 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,04-04-2024,Thursday,92,20 INR,20 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,04-04-2024,Thursday,91,25 INR,10 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,04-04-2024,Thursday,157,18 INR,8 INR,No,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,04-04-2024,Thursday,148,15 INR,15 INR,Yes,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,04-04-2024,Thursday,166,30 INR,20 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,04-04-2024,Thursday,95,60 INR,50 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,04-04-2024,Thursday,108,20 INR,20 INR,No,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,04-04-2024,Thursday,54,25 INR,20 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Potatoes,Vegetable,04-04-2024,Thursday,144,18 INR,18 INR,Yes,Rainy,No
CityVeg,Indiranagar,Spinach,Leafy Green,04-04-2024,Thursday,64,15 INR,5 INR,No,Cloudy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,04-04-2024,Thursday,106,30 INR,15 INR,No,Clear,No
QuickKart,Indiranagar,Apples,Fruit,04-04-2024,Thursday,67,60 INR,50 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,04-04-2024,Thursday,82,20 INR,5 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Bananas,Fruit,04-04-2024,Thursday,74,25 INR,25 INR,No,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,04-04-2024,Thursday,81,18 INR,3 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,04-04-2024,Thursday,83,15 INR,0 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,05-04-2024,Friday,83,30 INR,30 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Apples,Fruit,05-04-2024,Friday,125,60 INR,55 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,05-04-2024,Friday,66,20 INR,10 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Bananas,Fruit,05-04-2024,Friday,106,25 INR,25 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,05-04-2024,Friday,136,18 INR,8 INR,No,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,05-04-2024,Friday,84,15 INR,15 INR,No,Cloudy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,05-04-2024,Friday,78,30 INR,20 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,05-04-2024,Friday,93,60 INR,45 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,05-04-2024,Friday,135,20 INR,15 INR,Yes,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,05-04-2024,Friday,105,25 INR,10 INR,No,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,05-04-2024,Friday,84,18 INR,8 INR,No,Clear,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,05-04-2024,Friday,114,15 INR,5 INR,No,Rainy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,05-04-2024,Friday,66,30 INR,15 INR,No,Clear,No
DailyGro,Indiranagar,Apples,Fruit,05-04-2024,Friday,120,60 INR,60 INR,No,Rainy,No
DailyGro,Indiranagar,Cabbage,Vegetable,05-04-2024,Friday,112,20 INR,15 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,05-04-2024,Friday,90,25 INR,10 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,05-04-2024,Friday,74,18 INR,18 INR,No,Clear,No
DailyGro,Indiranagar,Spinach,Leafy Green,05-04-2024,Friday,73,15 INR,10 INR,No,Cloudy,No
